X_features	Y_features	association	p-values	q-values
culture_p_aeruginosa	Pseudomonas lini	0.5727170714050003	1.4140876089611938e-06	0.000278103896429
culture_p_aeruginosa	Pseudomonas brassicacearum	0.5693322574225494	1.6838904192665214e-06	0.0003233162304944
host_removed_fraction	Enterobacter ludwigii	-0.569055578440812	1.707951806170678e-06	0.0003233162304944
clinical_infection_flag_unknown	Auritidibacter ignavus	0.5689700089323553	1.7154582605454743e-06	0.0003233162304944
clinical_infection_flag_unknown	Serratia quinivorans	0.5681223141569611	1.7915075017904968e-06	0.0003304520113102
culture_p_aeruginosa	Pseudomonas sp. J452	0.5680077643850868	1.8020227588030224e-06	0.0003304520113102
culture_serratia_marcescens	Serratia sp. JSRIV001	0.5674805072429804	1.851172053235478e-06	0.0003349387301654
host_removed_fraction	Serratia sp. JSRIV002	-0.5665615416446296	1.9398455557356035e-06	0.0003463645288333
chronicity_group_chronic_like	Pseudomonas sp. GCEP-101	0.5657659874626042	2.019804122835248e-06	0.0003559576876217
culture_p_aeruginosa	Pseudomonas sp. C9-3	0.5654776629847078	2.0495361259947653e-06	0.0003565667337147
host_removed_fraction	Atlantibacter hermannii	-0.5650143151998253	2.0981754697236507e-06	0.0003604081154955
culture_p_aeruginosa	Pseudomonas sp. KHPS1	0.5623797446788221	2.3958942767395667e-06	0.0003931510850439
log10_bacterial_reads	Serratia nematodiphila	0.5613184653397114	2.5266275478428835e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas sp. B21-053	0.5612209362875027	2.5389703489654263e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas sp. FP1742	0.5612209362875027	2.5389703489654263e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas tritici	0.5612209362875027	2.5389703489654263e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas helvetica	0.5612209362875027	2.5389703489654263e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas libanensis	0.5612209362875027	2.5389703489654263e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. P2ACOL2	0.5610480373011666	2.560990230414721e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. Tan611	0.5610480373011666	2.560990230414721e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. LS-1	0.5606874665831068	2.6074869310213043e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. CMO1	0.5606874665831068	2.6074869310213043e-06	0.0003931510850439
culture_p_aeruginosa	Pseudomonas vanderleydeniana	0.5604174601839498	2.6428204392113983e-06	0.000393340830585
log10_bacterial_reads	Serratia sp. szju	0.5602367531855319	2.666717495491724e-06	0.000393340830585
log10_bacterial_reads	Serratia sp. SSNIH1	0.5598761824674721	2.715004790975564e-06	0.0003952478227477
culture_p_aeruginosa	Staphylococcus hominis	-0.5597073133608468	2.737899435393197e-06	0.0003952478227477
log10_bacterial_reads	Serratia sp. JKS000199	0.5594254690698972	2.7765131107911893e-06	0.0003961725587198
log10_bacterial_reads	Klebsiella variicola	0.5591920405421508	2.808878304836176e-06	0.0003961725587198
culture_p_aeruginosa	Pseudomonas sp. FDAARGOS_761	0.5590276011796074	2.8318893290955437e-06	0.0003961725587198
chronicity_group_unknown	Serratia odorifera	0.5580692420322861	2.9695415827425302e-06	0.0004066062951298
culture_p_aeruginosa	Pseudomonas sp. QE6	0.5578873587835708	2.996361791671352e-06	0.0004066062951298
culture_p_aeruginosa	Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	0.5578873587835708	2.996361791671352e-06	0.0004066062951298
