X_features	Y_features	association	p-values	q-values
culture_klebsiella_spp	Klebsiella africana	0.6075071990741009	2.085584739074317e-07	6.581717420753136e-05
culture_klebsiella_spp	Klebsiella quasivariicola	0.6075071990741009	2.085584739074317e-07	6.581717420753136e-05
culture_p_aeruginosa	Pseudomonas sp. GCEP-101	0.6069036624739412	2.1602293973851238e-07	6.662343846026392e-05
host_removed_fraction	Serratia quinivorans	-0.6032927893707783	2.662023631502501e-07	7.713736168176616e-05
host_removed_fraction	Serratia sp. 1D1416	-0.6028983514568387	2.723034191660161e-07	7.713736168176616e-05
host_removed_fraction	Serratia sp. 3ACOL1	-0.6028792016084726	2.726029451096548e-07	7.713736168176616e-05
host_removed_fraction	Serratia sp. NGAS9	-0.602582801125687	2.772786875522488e-07	7.713736168176616e-05
host_removed_fraction	Serratia rhizosphaerae	-0.602503913542899	2.785357938398337e-07	7.713736168176616e-05
log10_bacterial_reads	Serratia ficaria	0.6010746652227058	3.0226076235677014e-07	8.203357090362741e-05
host_removed_fraction	Serratia grimesii	-0.5971731959504486	3.770626863853928e-07	0.0001003282481225
chronicity_group_unknown	Serratia aquatilis	0.5965328833242117	3.9088863654171945e-07	0.000102006899959
log10_bacterial_reads	Serratia sp. FGI94	0.5935284221549535	4.623648163440018e-07	0.0001179168792082
log10_bacterial_reads	Serratia sp. JSRIV002	0.5932630955023044	4.6923444931796475e-07	0.0001179168792082
log10_bacterial_reads	Enterobacter ludwigii	0.5929190722341642	4.782844132526026e-07	0.0001180058088697
host_removed_fraction	Serratia liquefaciens	-0.5920941630688636	5.006569186946912e-07	0.0001213198997622
host_removed_fraction	Serratia proteamaculans	-0.5905447106164745	5.45360410944773e-07	0.0001298340487108
host_removed_fraction	Serratia nevei	-0.5890209208845264	5.92957125426501e-07	0.0001387315205523
host_removed_fraction	Serratia sp. SCBI	-0.5847543096350719	7.478094051183793e-07	0.0001719961631772
culture_p_aeruginosa	Pseudomonas aeruginosa	0.5835454324148674	7.98143766048205e-07	0.0001805135150879
log10_bacterial_reads	Enterobacter asburiae	0.5824686250371497	8.456382762963302e-07	0.0001881198591695
clinical_infection_flag_unknown	Serratia sp. NGAS9	0.5816894141965304	8.81645820322975e-07	0.0001899037108219
clinical_infection_flag_unknown	Serratia sp. 1D1416	0.5816894141965304	8.81645820322975e-07	0.0001899037108219
clinical_infection_flag_unknown	Serratia rhizosphaerae	0.5782976391866381	1.0557885169881372e-06	0.0002238601589926
log10_bacterial_reads	Klebsiella grimontii	0.5754591922701885	1.225785975613836e-06	0.0002559063952166
host_removed_fraction	Serratia ficaria	-0.5750729363914288	1.2508082687847717e-06	0.0002571737607183
culture_p_aeruginosa	Pseudomonas sp. LS44	0.5730679671858449	1.3885640416225635e-06	0.000278103896429
log10_bacterial_reads	Serratia sarumanii	0.5728190486481938	1.4066250317830276e-06	0.000278103896429
culture_p_aeruginosa	Pseudomonas lini	0.5727170714050003	1.41408760896119e-06	0.000278103896429
culture_p_aeruginosa	Pseudomonas brassicacearum	0.5693322574225494	1.6838904192665244e-06	0.0003233162304944
host_removed_fraction	Enterobacter ludwigii	-0.569055578440812	1.7079518061706702e-06	0.0003233162304944
clinical_infection_flag_unknown	Auritidibacter ignavus	0.5689700089323553	1.7154582605454796e-06	0.0003233162304944
clinical_infection_flag_unknown	Serratia quinivorans	0.5681223141569611	1.7915075017904985e-06	0.0003304520113102
culture_p_aeruginosa	Pseudomonas sp. J452	0.5680077643850868	1.8020227588030203e-06	0.0003304520113102
culture_serratia_marcescens	Serratia sp. JSRIV001	0.5674805072429804	1.851172053235476e-06	0.0003349387301654
host_removed_fraction	Serratia sp. JSRIV002	-0.5665615416446296	1.9398455557355946e-06	0.0003463645288333
chronicity_group_chronic_like	Pseudomonas sp. GCEP-101	0.5657659874626042	2.0198041228352427e-06	0.0003559576876217
culture_p_aeruginosa	Pseudomonas sp. C9-3	0.5654776629847078	2.049536125994773e-06	0.0003565667337147
host_removed_fraction	Atlantibacter hermannii	-0.5650143151998253	2.098175469723656e-06	0.0003604081154955
culture_p_aeruginosa	Pseudomonas sp. KHPS1	0.5623797446788221	2.3958942767395697e-06	0.0003931510850439
log10_bacterial_reads	Serratia nematodiphila	0.5613184653397114	2.526627547842881e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas sp. B21-053	0.5612209362875027	2.5389703489654305e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas sp. FP1742	0.5612209362875027	2.5389703489654305e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas tritici	0.5612209362875027	2.5389703489654305e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas helvetica	0.5612209362875027	2.5389703489654305e-06	0.0003931510850439
culture_klebsiella_spp	Pseudomonas libanensis	0.5612209362875027	2.5389703489654305e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. P2ACOL2	0.5610480373011666	2.5609902304147167e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. Tan611	0.5610480373011666	2.5609902304147167e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. LS-1	0.5606874665831068	2.6074869310213115e-06	0.0003931510850439
log10_bacterial_reads	Serratia sp. CMO1	0.5606874665831068	2.6074869310213115e-06	0.0003931510850439
culture_p_aeruginosa	Pseudomonas vanderleydeniana	0.5604174601839498	2.642820439211411e-06	0.000393340830585
log10_bacterial_reads	Serratia sp. szju	0.5602367531855319	2.666717495491735e-06	0.000393340830585
log10_bacterial_reads	Serratia sp. SSNIH1	0.5598761824674721	2.7150047909755614e-06	0.0003952478227477
culture_p_aeruginosa	Staphylococcus hominis	-0.5597073133608468	2.7378994353931942e-06	0.0003952478227477
log10_bacterial_reads	Serratia sp. JKS000199	0.5594254690698972	2.7765131107911795e-06	0.0003961725587198
log10_bacterial_reads	Klebsiella variicola	0.5591920405421508	2.808878304836164e-06	0.0003961725587198
culture_p_aeruginosa	Pseudomonas sp. FDAARGOS_761	0.5590276011796074	2.8318893290955378e-06	0.0003961725587198
chronicity_group_unknown	Serratia odorifera	0.5580692420322861	2.969541582742514e-06	0.0004066062951298
culture_p_aeruginosa	Pseudomonas sp. QE6	0.5578873587835708	2.996361791671353e-06	0.0004066062951298
culture_p_aeruginosa	Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	0.5578873587835708	2.996361791671353e-06	0.0004066062951298
