feature	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Pseudomonas atacamensis	0.0	0.0	0.0	9.3928891844012e-06	1.224563341121945e-05	9.785063853958085e-06	1.550700141113713e-05	0.0	0.0	4.055284156914985e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.450714593696432e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0020321926776582e-05	2.663379295650321e-05	9.05559228101314e-06	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012689738832494	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.437290993509453e-05
Pseudomonas palleroniana	0.0	0.0	0.0	7.969724156461625e-06	9.621569108815282e-06	1.1068350916772255e-05	1.31213088863468e-05	0.0	0.0	2.7936401969858785e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.615034336253405e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1960192319892503e-05	1.807293093477004e-05	7.149151800799847e-06	0.0	1.989369532624756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006654745515816	1.0588068910177627e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.164607583702669e-05	2.2186454967547263e-05
Pseudomonas prosekii	0.0	0.0	0.0	5.408027106170388e-06	7.872192907212502e-06	8.180955025440364e-06	1.0735616361556474e-05	0.0	0.0	1.7122310884752158e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.280117064282394e-06	1.7597327489118192e-05	7.62576192085317e-06	0.0	1.4468142055452772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010373258710643	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5463286795563248e-05
Pseudomonas alvandae	0.0	0.0	0.0	7.400458145285795e-06	1.137094531041806e-05	1.1549583565327572e-05	1.7892693935927456e-05	0.0	0.0	4.956458414007204e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.107993563924324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6640267575502614e-05	1.7597327489118192e-05	1.0485422641173107e-05	0.0	1.989369532624756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008867635932911	7.562906364412593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	2.4203405419142477e-05
Pseudomonas sihuiensis	0.0	0.0	0.0	4.554128089406643e-06	1.107938261015093e-05	1.13891726824758e-05	1.610342454233471e-05	0.0	0.0	5.316928116844091e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.248020068162696e-05	1.997534471737741e-05	8.102372040906493e-06	1.7149748891947578e-06	1.898943644778176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.209786090611425e-05	0.0	0.0	0.0	0.0	0.0001432395572647	2.4957591002561555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.969851761970624e-05	0.0	0.0	0.0	2.285877178474567e-05
Pseudomonas viciae	0.0	0.0	0.0	7.969724156461625e-06	6.9975048064111136e-06	9.624652971106311e-06	1.4314155148741963e-05	0.0	0.0	1.7122310884752158e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.8075171681267024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.540121245149622e-06	1.712172404346635e-05	4.766101200533231e-06	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003282722023099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	1.4118653161166444e-05
Pseudomonas maumuensis	0.0	0.0	0.0	7.969724156461625e-06	6.414379405876854e-06	1.13891726824758e-05	2.1471232723112948e-05	0.0	0.0	3.604697028368875e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.43663304903827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.620154692087449e-06	1.712172404346635e-05	5.719321440639878e-06	0.0	1.537240093391857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003455966874155	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9497187698753655e-05
Pseudomonas beijingensis	0.0	0.0	0.0	6.5465591285220485e-06	9.621569108815282e-06	6.737257079774417e-06	8.349923836766146e-06	0.0	0.0	2.2529356427305477e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.840142149485764e-06	1.6646120597814507e-05	4.766101200533231e-06	0.0	9.042588784657982e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005617062438873	0.0	0.0	0.0	0.0	0.0001022453069404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0841821333150464e-05
Pseudomonas vancouverensis	0.0	0.0	0.0	9.96215519557703e-06	9.621569108815282e-06	9.303831205402766e-06	1.31213088863468e-05	0.0	0.0	3.154109899822766e-06	1.9126632740656945e-06	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.404022576683033e-05	1.5219310260858976e-05	6.672541680746524e-06	0.0	2.079795420471336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010546503561699	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9799011746470826e-05	0.0	0.0	0.0	2.689267268793608e-05
Pseudomonas fakonensis	0.0	0.0	0.0	7.969724156461625e-06	1.049625720961667e-05	1.0907940033920483e-05	1.550700141113713e-05	0.0	0.0	3.965166731205763e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4560234128564788e-05	1.6170517152162662e-05	5.719321440639878e-06	0.0	1.898943644778176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004025710250308	1.3613231455942669e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	2.756498950513448e-05
Pseudomonas simiae	0.0	0.0	0.0	5.977293117346219e-06	6.9975048064111136e-06	8.341365908292136e-06	7.753500705568565e-06	0.0	0.0	3.694814454078097e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.971836910683675e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2220196500759732e-05	1.5219310260858976e-05	8.102372040906493e-06	0.0	2.531924859704235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005172341120183	1.0588068910177627e-05	0.0015721897108917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8038396530855578e-05	2.958193995672969e-05
Pseudomonas phenolilytica	0.0	0.0	0.0	1.053142120675286e-05	1.6910636615493525e-05	1.555985563662187e-05	2.3856925247903278e-05	0.0	0.0	4.505871285461095e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.450714593696432e-06	0.0	0.0	0.0	0.0	0.0	3.3110223403948168e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.7680284298971528e-05	1.6646120597814507e-05	1.3345083361493047e-05	0.0	2.8936284110905543e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.179661697456623e-05	1.4369522092383926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	4.370059311789613e-05
Pseudomonas asiatica	0.0	0.0	0.0	1.764724634645074e-05	2.44912668224389e-05	2.261793448209983e-05	2.0278386460717785e-05	0.0	0.0	4.956458414007204e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.779354078810378e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.224051842753632e-05	4.8511551456488e-05	3.860541972431917e-05	5.1449246675842735e-06	4.97342383156189e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007112140258021	0.0	0.0020146411545465	3.478936927629793e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0665274102454484e-05	4.1011325849102526e-05
Pseudomonas umsongensis	0.0	0.0	0.0	4.269495083818727e-06	9.330006408548151e-06	1.0266296502513398e-05	1.0139193230358893e-05	0.0	0.0	2.523287919858213e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.971836910683675e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2740204862494188e-05	1.5219310260858976e-05	1.0008812521119786e-05	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009808873422668	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8909623139531288e-05
Pseudomonas purpurea	0.0	0.0	0.0	6.261926122934134e-06	9.330006408548151e-06	9.624652971106311e-06	1.0139193230358893e-05	0.0	0.0	3.4244621769504315e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2740204862494188e-05	1.3316896478251606e-05	7.149151800799847e-06	0.0	1.0851106541589578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008255027851342	1.134435954661889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	2.2186454967547263e-05
Pseudomonas moorei	0.0	0.0	0.0	4.838761094994558e-06	5.539691305075465e-06	7.699722376885049e-06	1.0735616361556474e-05	0.0	0.0	2.433170494148991e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.122075108582486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80012542601685e-06	1.2841293032599763e-05	1.2868473241439725e-05	0.0	1.0851106541589578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008312180791896	1.2100650183060148e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	2.0841821333150464e-05
Pseudomonas izuensis	0.0	0.0	0.0	6.5465591285220485e-06	5.539691305075465e-06	8.180955025440364e-06	1.0735616361556474e-05	0.0	0.0	1.44187881134755e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0400167234689134e-05	1.236568958694792e-05	5.719321440639878e-06	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005751014643297	9.075487637295112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	2.8909623139531288e-05
Pseudomonas asplenii	0.0	0.0	0.0	5.123394100582473e-06	9.913131809082412e-06	8.180955025440364e-06	8.946346967963728e-06	0.0	0.0	3.4244621769504315e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.779354078810378e-06	0.0	0.0	0.0	0.0	0.0	4.767872170168536e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.404022576683033e-05	1.807293093477004e-05	1.2391863121386402e-05	0.0	2.079795420471336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007953188884038	2.722646291188533e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	2.689267268793608e-05
Pseudomonas kielensis	0.0	0.0	0.0	7.400458145285795e-06	6.705942106143984e-06	1.1870405331031116e-05	1.0735616361556474e-05	0.0	0.0	2.8837576226951003e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.122075108582486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.092017559642359e-05	1.236568958694792e-05	6.672541680746524e-06	1.7149748891947578e-06	1.1755365420055375e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007170908010198	8.319197000853852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.969851761970624e-05	0.0	0.0	0.0	3.496047449431691e-05
Pseudomonas versuta	0.0	0.0	0.0	7.115825139697879e-06	6.705942106143984e-06	7.539311494033277e-06	1.4314155148741963e-05	0.0	0.0	2.7936401969858785e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0660171415556362e-05	1.1890086141296076e-05	1.85877946820796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011409155758194	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4203405419142477e-05
Pseudomonas luteola	0.0	0.0	0.0	5.408027106170388e-06	4.956565904541206e-06	5.935202665515558e-06	1.0735616361556474e-05	0.0	0.0	2.9738750484043224e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005964017096849	0.0	0.0	0.0	1.1960192319892503e-05	1.236568958694792e-05	0.0	0.0	1.6276659812384367e-05	0.0	8.141081058030402e-05	0.0	0.0	0.0	0.0	1.4163995895016462e-05	2.50646950470628e-05	1.3306684479881624e-05	0.0	0.0	0.0	0.0	6.179661697456623e-05	9.075487637295112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0926573591126495e-05
Pseudomonas canadensis	0.0	0.0	0.0	6.5465591285220485e-06	7.289067506678244e-06	8.82259855684745e-06	8.946346967963728e-06	0.0	0.0	2.2529356427305477e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.286394851139459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.198051424666909e-05	1.236568958694792e-05	0.0	0.0	1.7180918690850168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008355045497312	0.0001172250486483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.485290748487497e-05	0.0	0.0	0.0	2.622035587073768e-05
Pseudomonas phytophila	0.0	0.0	0.0	3.415596067054982e-06	7.580630206945373e-06	9.624652971106311e-06	1.0139193230358893e-05	0.0	0.0	3.4244621769504315e-06	1.7387847946051768e-06	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1960192319892503e-05	1.1414482695644234e-05	4.766101200533231e-06	0.0	1.3563883176986973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028855090862459	1.134435954661889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	2.4875722236340874e-05
Pseudomonas thivervalensis	0.0	0.0	0.0	4.838761094994558e-06	1.0204694509349542e-05	7.86013325973682e-06	8.946346967963728e-06	0.0	0.0	1.622113662765994e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.054033028851104e-05	1.1414482695644234e-05	0.0	0.0	9.94684766312378e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005256284501622	8.319197000853852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7480237247158455e-05
Pseudomonas grandcourensis	0.0	0.0	0.0	3.700229072642897e-06	6.705942106143984e-06	5.453970016960243e-06	0.0	0.0	0.0	1.622113662765994e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24010034081348e-06	1.1414482695644234e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008603303582846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0757069075174433e-05
Pseudomonas yamanorum	0.0	0.0	0.0	4.838761094994558e-06	4.373440504006946e-06	3.962148806438765e-05	3.638181100305249e-05	0.0	0.0	7.389628908156194e-06	2.782055671368283e-06	0.0	0.0	0.0	0.0	0.0	1.0845103008760212e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0140163053821904e-05	1.093887924999239e-05	0.0	0.0	9.042588784657982e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006795841837809	9.83177827373637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.525375514319781e-05	1.9497187698753655e-05
Pseudomonas arsenicoxydans	0.0	0.0	0.0	5.123394100582473e-06	7.289067506678244e-06	6.576846196922646e-06	7.753500705568565e-06	0.0	0.0	2.7035227712766568e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.620154692087449e-06	1.093887924999239e-05	0.0	0.0	1.3563883176986973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009432021220886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas lini	0.0	0.0	0.0	6.831192134109964e-06	1.137094531041806e-05	5.774791782663786e-06	1.31213088863468e-05	0.0	0.0	2.433170494148991e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.320133787751307e-06	1.0463275804340547e-05	0.0	1.5720603150951947e-06	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005434887440855	1.0588068910177627e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118653161166444e-05
Pseudomonas benzopyrenica	0.0	0.0	0.0	3.415596067054982e-06	7.289067506678244e-06	4.651915602701383e-06	0.0	0.0	0.0	2.343053068439769e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.300476395797621e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.500104521680708e-06	1.1890086141296076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001082333811751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7480237247158455e-05
Pseudomonas sivasensis	0.0	0.0	0.0	3.130963061467067e-06	4.665003204274076e-06	6.576846196922646e-06	8.946346967963728e-06	0.0	0.0	1.9825833656028816e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.971836910683675e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.980096159946252e-06	9.987672358688705e-06	4.766101200533231e-06	0.0	1.0851106541589578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005275930824938	9.075487637295112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas donghuensis	0.0	0.0	0.0	7.969724156461625e-06	9.330006408548151e-06	1.1870405331031116e-05	8.349923836766146e-06	0.0	0.0	3.063992474113544e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.615034336253405e-06	0.0	0.0	0.0	0.0	0.0	2.3442038169995305e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.56002508520337e-05	1.712172404346635e-05	1.0008812521119786e-05	0.0	1.989369532624756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005640280820973	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.969851761970624e-05	0.0	0.0	0.0	1.8824870881555257e-05
Pseudomonas antarctica	0.0	0.0	0.0	3.984862078230813e-06	5.248128604808335e-06	5.293559134108471e-06	7.753500705568565e-06	0.0	0.0	2.2529356427305477e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	2.317715638276372e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.460087798211795e-06	1.1414482695644234e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007192340362906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4875722236340874e-05
Pseudomonas reinekei	0.0	0.0	0.0	5.692660111758303e-06	4.081877803739816e-06	5.293559134108471e-06	6.5606544431734e-06	0.0	0.0	2.7035227712766568e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.8075171681267024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.460087798211795e-06	9.987672358688705e-06	0.0	0.0	9.94684766312378e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003738159518143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas saxonica	0.0	0.0	0.0	4.838761094994558e-06	5.831254005342595e-06	7.218489728329731e-06	8.946346967963728e-06	0.0	0.0	1.8023485141844375e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1700188139025277e-05	9.036465467385018e-06	6.195931560693201e-06	0.0	1.989369532624756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005549193321964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	2.1514138150348865e-05
Pseudomonas graminis	0.0	0.0	0.0	4.554128089406643e-06	6.122816705609725e-06	8.662187673995679e-06	5.9642313119758186e-06	0.0	0.0	2.7936401969858785e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24010034081348e-06	8.560862021733175e-06	7.62576192085317e-06	0.0	1.1755365420055375e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067845898526382	7.562906364412593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0841821333150464e-05
Pseudomonas psychrophila	0.0	0.0	0.0	0.0	3.4987524032055568e-06	5.935202665515558e-06	0.0	0.0	0.0	2.162818217021325e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.720091979079023e-06	8.560862021733175e-06	0.0	0.0	9.042588784657982e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005770660966613	7.562906364412593e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.277401952676964e-05
Pseudomonas soli	0.0	0.0	0.0	5.123394100582473e-06	5.831254005342595e-06	8.662187673995679e-06	1.252488575514922e-05	0.0	0.0	1.44187881134755e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.629115880911567e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0140163053821904e-05	1.6170517152162662e-05	0.0	0.0	1.6276659812384367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001044827194512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0169504515952063e-05
Pseudomonas kurunegalensis	0.0	0.0	0.0	1.2523852245868268e-05	1.5744385814425005e-05	1.3474514159548836e-05	1.550700141113713e-05	0.0	0.0	2.7936401969858785e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4560234128564788e-05	1.854853438042188e-05	0.0	0.0	2.7127766353973946e-05	0.0	0.0001163011579718	0.0	0.0	0.0	0.0	8.584239936373613e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0007838883002929	1.3613231455942669e-05	0.002183596820683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.504522675229293e-05
Pseudomonas laurylsulfatiphila	0.0	0.0	0.0	3.415596067054982e-06	4.956565904541206e-06	5.453970016960243e-06	0.0	0.0	0.0	1.531996237056772e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.6431974255697297e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80012542601685e-06	8.560862021733175e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000283085658684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118653161166444e-05
